7257661,U12,C94
7257661,U12,C451
7257661,U12,C13
7257661,U95,C154
7257661,U184,C154
7257661,U105,C160
7257661,U159,C160
7257661,U156,C161
7257661,U97,C161
7257661,U179,C175
7257662,U75,C77
7257662,U230,C315
7257662,U1969,C2165
7257662,U48,C171
7257662,U85,C161
7257662,U12,C94
7257662,U12,C13
7257662,U159,C160
7257662,U156,C161
7257662,U97,C161
7257663,U9034,C11141
7257663,U533,C4666
7257663,U230,C315
7257663,U1222,C1377
7257663,U373,C154
7257663,U48,C171
7257663,U95,C154
7257663,U156,C161
7257663,U97,C161
7257663,U46,C154
7257664,U9034,C268
7257664,U9034,C11141
7257664,U533,C4666
7257664,U4559,C148
7257664,U4559,C5248
7257664,U1222,C1377
7257664,U1283,C1443
7257664,U202,C239
7257664,U202,C275
7257664,U124,C192
7257664,U153,C207
7257664,U153,C239
7257664,U234,C108
7257664,U12,C819
7257664,U12,C428
7257664,U184,C154
7257665,U533,C4666
7257665,U1222,C1377
7257665,U28,C15792
7257665,U167,C225
7257665,U167,C226
7257665,U124,C192
7257665,U124,C168
7257665,U2991,C3328
7257665,U92,C153
7257665,U12,C94
7257665,U12,C13
7257665,U184,C154
7257665,U156,C175
7257666,U2044,C2245
7257666,U2044,C268
7257666,U1222,C1377
7257666,U2991,C3328
7257666,U60,C173
7257666,U12,C886
7257666,U12,C943
7257666,U12,C94
7257666,U12,C13
7257666,U112,C177
7257667,U3,C151
7257667,U3,C14694
7257667,U28,C15792
7257667,U1969,C2165
7257667,U1969,C151
7257667,U2991,C3328
7257667,U7108,C8112
7257667,U101,C123
7257667,U95,C154
7257667,U105,C160
7257667,U156,C161
7257667,U97,C161
7257668,U4059,C192
7257668,U3,C14694
7257668,U3239,C3620
7257668,U3239,C148
7257668,U5241,C10510
7257668,U5241,C148
7257668,U48,C292
7257668,U48,C281
7257668,U13,C172
7257668,U105,C160
7257668,U156,C161
7257668,U112,C177
7257668,U46,C49
7257669,U3569,C4031
7257669,U3569,C239
7257669,U130,C179
7257669,U130,C239
7257669,U4059,C192
7257669,U4059,C168
7257669,U120,C164
7257669,U120,C239
7257669,U5793,C6728
7257669,U5793,C239
7257669,U5514,C6324
7257669,U5514,C239
7257669,U12,C819
7257669,U184,C154
7257669,U159,C160
7257669,U156,C175
7257669,U156,C161
7257669,U97,C161
7257669,U46,C49
7257670,U3714,C4215
7257670,U3714,C148
7257670,U6519,C7474
7257670,U71,C2779
7257670,U71,C74
7257670,U385,C155
7257670,U179,C175
7257671,U4059,C192
7257671,U4059,C168
7257671,U28,C15792
7257671,U6519,C7474
7257671,U71,C74
7257671,U71,C86
7257671,U116,C155
7257671,U385,C155
7257671,U13,C209
7257671,U103,C125
7257671,U60,C173
7257671,U12,C209
7257671,U95,C154
7257671,U156,C161
7257671,U97,C161
7257671,U46,C49
7257672,U649,C781
7257672,U5016,C5754
7257672,U5016,C4911
7257672,U71,C2779
7257672,U103,C125
7257672,U12,C685
7257672,U12,C13
7257672,U12,C801
7257672,U156,C161
7257673,U9015,C11105
7257673,U3,C200
7257673,U3,C14694
7257673,U649,C781
7257673,U365,C488
7257673,U60,C65
7257673,U95,C154
7257673,U184,C154
7257673,U156,C175
7257673,U156,C161
7257674,U9015,C11105
7257674,U52,C57
7257674,U4559,C148
7257674,U4559,C5248
7257674,U649,C781
7257674,U365,C488
7257674,U5016,C5754
7257674,U188,C239
7257674,U188,C256
7257674,U60,C108
7257674,U60,C153
7257674,U12,C162
7257674,U12,C13
7257674,U97,C161
7257674,U179,C175
7257675,U501,C633
7257675,U4114,C1450
7257675,U60,C153
7257675,U12,C324
7257675,U159,C160
7257675,U97,C161
7257676,U819,C963
7257676,U4059,C192
7257676,U3491,C148
7257676,U3491,C3932
7257676,U189,C1450
7257676,U4114,C10974
7257676,U4114,C1450
7257676,U155,C161
7257676,U60,C108
7257676,U60,C153
7257676,U60,C173
7257676,U12,C221
7257676,U12,C53
7257676,U12,C13
7257676,U156,C161
7257676,U97,C161
7257676,U46,C154
7257677,U501,C633
7257677,U4059,C192
7257677,U4059,C168
7257677,U189,C1450
7257677,U4114,C1450
7257677,U155,C161
7257677,U13,C172
7257677,U12,C53
7257677,U12,C451
7257677,U12,C13
7257677,U105,C160
7257677,U156,C161
7257677,U97,C175
7257677,U97,C161
7257677,U179,C175
7257677,U46,C49
7257678,U120,C164
7257678,U120,C148
7257678,U6519,C7474
7257678,U6519,C200
7257678,U189,C1450
7257678,U4114,C10974
7257678,U4114,C1450
7257678,U13,C172
7257678,U159,C160
7257678,U156,C161
7257678,U97,C161
7257678,U67,C154
7257679,U6356,C7286
7257679,U3360,C8769
7257679,U140,C190
7257679,U4701,C5392
7257679,U4701,C239
7257679,U189,C1450
7257679,U4114,C1450
7257679,U13,C172
7257679,U156,C161
7257679,U179,C175
7257680,U70,C122
7257680,U329,C440
7257680,U4114,C10974
7257680,U4114,C1450
7257680,U385,C155
7257680,U13,C172
7257680,U12,C53
7257680,U12,C13
7257680,U95,C154
7257680,U156,C161
7257681,U3360,C8769
7257681,U116,C155
7257681,U385,C155
7257681,U13,C172
7257681,U60,C173
7257681,U60,C65
7257681,U12,C53
